usuario,permissao
usuario_4296,admin
usuario_4297,regular
usuario_4298,regular
usuario_4299,regular
usuario_4300,regular
usuario_4301,admin
usuario_4302,regular
usuario_4303,admin
usuario_4304,admin
usuario_4305,regular
usuario_4306,admin
usuario_4307,regular
usuario_4308,regular
usuario_4309,regular
usuario_4310,regular
usuario_4311,admin
usuario_4312,admin
usuario_4313,admin
usuario_4314,regular
usuario_4315,regular
usuario_4316,admin
usuario_4317,admin
usuario_4318,regular
usuario_4319,admin
usuario_4320,admin
usuario_4321,admin
usuario_4322,admin
usuario_4323,regular
usuario_4324,regular
usuario_4325,admin
usuario_4326,regular
usuario_4327,admin
usuario_4328,regular
usuario_4329,admin
usuario_4330,regular
usuario_4331,admin
usuario_4332,admin
usuario_4333,regular
usuario_4334,regular
usuario_4335,regular
usuario_4336,regular
usuario_4337,regular
usuario_4338,admin
usuario_4339,regular
usuario_4340,regular
usuario_4341,regular
usuario_4342,regular
usuario_4343,admin
usuario_4344,admin
usuario_4345,regular
usuario_4346,regular
usuario_4347,admin
usuario_4348,regular
usuario_4349,admin
usuario_4350,admin
usuario_4351,regular
usuario_4352,regular
usuario_4353,regular
usuario_4354,admin
usuario_4355,regular
usuario_4356,admin
usuario_4357,admin
usuario_4358,admin
usuario_4359,admin
usuario_4360,admin
usuario_4361,regular
usuario_4362,regular
usuario_4363,admin
usuario_4364,admin
usuario_4365,admin
usuario_4366,regular
usuario_4367,regular
usuario_4368,admin
usuario_4369,regular
usuario_4370,regular
usuario_4371,admin
usuario_4372,admin
usuario_4373,admin
usuario_4374,admin
usuario_4375,regular
usuario_4376,admin
usuario_4377,admin
usuario_4378,admin
usuario_4379,admin
usuario_4380,regular
usuario_4381,regular
usuario_4382,admin
usuario_4383,admin
usuario_4384,regular
usuario_4385,regular
usuario_4386,regular
usuario_4387,admin
usuario_4388,admin
usuario_4389,admin
usuario_4390,regular
usuario_4391,admin
usuario_4392,regular
usuario_4393,regular
usuario_4394,regular
usuario_4395,regular
usuario_4396,admin
usuario_4397,regular
usuario_4398,admin
usuario_4399,admin
usuario_4400,admin
usuario_4401,admin
usuario_4402,admin
usuario_4403,admin
usuario_4404,regular
usuario_4405,regular
usuario_4406,admin
usuario_4407,regular
usuario_4408,regular
usuario_4409,admin
usuario_4410,regular
usuario_4411,admin
usuario_4412,regular
usuario_4413,regular
usuario_4414,admin
usuario_4415,admin
usuario_4416,admin
usuario_4417,admin
usuario_4418,regular
usuario_4419,admin
usuario_4420,admin
usuario_4421,admin
usuario_4422,admin
usuario_4423,admin
usuario_4424,regular
usuario_4425,admin
usuario_4426,regular
usuario_4427,admin
usuario_4428,admin
usuario_4429,regular
usuario_4430,admin
usuario_4431,admin
usuario_4432,regular
usuario_4433,admin
usuario_4434,admin
usuario_4435,regular
usuario_4436,regular
usuario_4437,regular
usuario_4438,regular
usuario_4439,admin
usuario_4440,admin
usuario_4441,regular
usuario_4442,admin
usuario_4443,regular
usuario_4444,admin
usuario_4445,admin
usuario_4446,regular
usuario_4447,admin
usuario_4448,admin
usuario_4449,regular
usuario_4450,admin
usuario_4451,regular
usuario_4452,admin
usuario_4453,regular
usuario_4454,admin
usuario_4455,admin
usuario_4456,regular
usuario_4457,admin
usuario_4458,regular
usuario_4459,admin
usuario_4460,regular
usuario_4461,admin
usuario_4462,admin
usuario_4463,regular
usuario_4464,regular
usuario_4465,regular
usuario_4466,admin
usuario_4467,regular
usuario_4468,admin
usuario_4469,regular
usuario_4470,regular
usuario_4471,admin
usuario_4472,regular
usuario_4473,regular
usuario_4474,regular
usuario_4475,regular
usuario_4476,regular
usuario_4477,regular
usuario_4478,regular
usuario_4479,admin
usuario_4480,admin
usuario_4481,admin
usuario_4482,admin
usuario_4483,regular
usuario_4484,regular
usuario_4485,regular
usuario_4486,admin
usuario_4487,admin
usuario_4488,regular
usuario_4489,regular
usuario_4490,regular
usuario_4491,regular
usuario_4492,regular
usuario_4493,regular
usuario_4494,admin
usuario_4495,admin
usuario_4496,regular
usuario_4497,regular
usuario_4498,regular
usuario_4499,regular
usuario_4500,regular
usuario_4501,admin
usuario_4502,regular
usuario_4503,admin
usuario_4504,regular
usuario_4505,admin
usuario_4506,admin
usuario_4507,regular
usuario_4508,regular
usuario_4509,regular
usuario_4510,regular
usuario_4511,regular
usuario_4512,admin
usuario_4513,regular
usuario_4514,admin
usuario_4515,admin
usuario_4516,admin
usuario_4517,regular
usuario_4518,admin
usuario_4519,regular
usuario_4520,regular
usuario_4521,admin
usuario_4522,admin
usuario_4523,regular
usuario_4524,admin
usuario_4525,regular
usuario_4526,admin
usuario_4527,regular
usuario_4528,regular
usuario_4529,admin
usuario_4530,admin
usuario_4531,admin
usuario_4532,regular
usuario_4533,regular
usuario_4534,admin
usuario_4535,regular
usuario_4536,admin
usuario_4537,regular
usuario_4538,regular
usuario_4539,regular
usuario_4540,admin
usuario_4541,regular
usuario_4542,admin
usuario_4543,admin
usuario_4544,admin
usuario_4545,regular
usuario_4546,admin
usuario_4547,admin
usuario_4548,regular
usuario_4549,regular
usuario_4550,admin
usuario_4551,admin
usuario_4552,admin
usuario_4553,admin
usuario_4554,admin
usuario_4555,admin
usuario_4556,regular
usuario_4557,regular
usuario_4558,regular
usuario_4559,regular
usuario_4560,regular
usuario_4561,regular
usuario_4562,admin
usuario_4563,regular
usuario_4564,admin
usuario_4565,admin
usuario_4566,admin
usuario_4567,admin
usuario_4568,regular
usuario_4569,regular
usuario_4570,admin
usuario_4571,admin
usuario_4572,regular
usuario_4573,admin
usuario_4574,regular
usuario_4575,admin
usuario_4576,admin
usuario_4577,regular
usuario_4578,admin
usuario_4579,regular
usuario_4580,regular
usuario_4581,admin
usuario_4582,admin
usuario_4583,admin
usuario_4584,admin
usuario_4585,regular
usuario_4586,regular
usuario_4587,regular
usuario_4588,admin
usuario_4589,admin
usuario_4590,admin
usuario_4591,admin
usuario_4592,regular
usuario_4593,regular
usuario_4594,admin
usuario_4595,regular
usuario_4596,regular
usuario_4597,regular
usuario_4598,admin
usuario_4599,regular
usuario_4600,admin
usuario_4601,admin
usuario_4602,admin
usuario_4603,admin
usuario_4604,regular
usuario_4605,admin
usuario_4606,admin
usuario_4607,admin
usuario_4608,admin
usuario_4609,regular
usuario_4610,regular
usuario_4611,admin
usuario_4612,admin
usuario_4613,admin
usuario_4614,admin
usuario_4615,regular
usuario_4616,admin
usuario_4617,regular
usuario_4618,regular
usuario_4619,regular
usuario_4620,regular
usuario_4621,admin
usuario_4622,regular
usuario_4623,admin
usuario_4624,admin
usuario_4625,admin
usuario_4626,admin
usuario_4627,regular
usuario_4628,regular
usuario_4629,regular
usuario_4630,admin
usuario_4631,regular
usuario_4632,admin
usuario_4633,admin
usuario_4634,admin
usuario_4635,regular
usuario_4636,admin
usuario_4637,admin
usuario_4638,regular
usuario_4639,admin
usuario_4640,admin
usuario_4641,regular
usuario_4642,admin
usuario_4643,regular
usuario_4644,admin
usuario_4645,regular
usuario_4646,regular
usuario_4647,admin
usuario_4648,admin
usuario_4649,admin
usuario_4650,admin
usuario_4651,regular
usuario_4652,admin
usuario_4653,admin
usuario_4654,regular
usuario_4655,regular
usuario_4656,admin
usuario_4657,regular
usuario_4658,admin
usuario_4659,admin
usuario_4660,regular
usuario_4661,admin
usuario_4662,admin
usuario_4663,admin
usuario_4664,admin
usuario_4665,regular
usuario_4666,admin
usuario_4667,admin
usuario_4668,regular
usuario_4669,admin
usuario_4670,admin
usuario_4671,admin
usuario_4672,regular
usuario_4673,admin
usuario_4674,admin
usuario_4675,admin
usuario_4676,admin
usuario_4677,regular
usuario_4678,regular
usuario_4679,admin
usuario_4680,admin
usuario_4681,regular
usuario_4682,admin
usuario_4683,admin
usuario_4684,admin
usuario_4685,regular
usuario_4686,regular
usuario_4687,admin
usuario_4688,admin
usuario_4689,admin
usuario_4690,regular
usuario_4691,regular
usuario_4692,admin
usuario_4693,admin
usuario_4694,regular
usuario_4695,admin
usuario_4696,admin
usuario_4697,admin
usuario_4698,regular
usuario_4699,regular
usuario_4700,regular
usuario_4701,admin
usuario_4702,regular
usuario_4703,regular
usuario_4704,admin
usuario_4705,admin
usuario_4706,regular
usuario_4707,admin
usuario_4708,regular
usuario_4709,admin
usuario_4710,regular
usuario_4711,admin
usuario_4712,admin
usuario_4713,admin
usuario_4714,admin
usuario_4715,regular
usuario_4716,admin
usuario_4717,admin
usuario_4718,regular
usuario_4719,admin
usuario_4720,admin
usuario_4721,admin
usuario_4722,admin
usuario_4723,admin
usuario_4724,regular
usuario_4725,regular
usuario_4726,regular
usuario_4727,regular
usuario_4728,admin
usuario_4729,regular
usuario_4730,admin
usuario_4731,regular
usuario_4732,admin
usuario_4733,admin
usuario_4734,regular
usuario_4735,regular
usuario_4736,admin
usuario_4737,regular
usuario_4738,admin
usuario_4739,regular
usuario_4740,admin
usuario_4741,admin
usuario_4742,regular
usuario_4743,admin
usuario_4744,admin
usuario_4745,admin
usuario_4746,regular
usuario_4747,regular
usuario_4748,admin
usuario_4749,regular
usuario_4750,regular
usuario_4751,regular
usuario_4752,regular
usuario_4753,regular
usuario_4754,admin
usuario_4755,admin
usuario_4756,regular
usuario_4757,regular
usuario_4758,regular
usuario_4759,regular
usuario_4760,admin
usuario_4761,regular
usuario_4762,admin
usuario_4763,regular
usuario_4764,regular
usuario_4765,regular
usuario_4766,admin
usuario_4767,regular
usuario_4768,regular
usuario_4769,regular
usuario_4770,regular
usuario_4771,admin
usuario_4772,admin
usuario_4773,admin
usuario_4774,admin
usuario_4775,regular
usuario_4776,regular
usuario_4777,regular
usuario_4778,admin
usuario_4779,regular
usuario_4780,regular
usuario_4781,regular
usuario_4782,regular
usuario_4783,regular
usuario_4784,regular
usuario_4785,regular
usuario_4786,admin
usuario_4787,admin
usuario_4788,admin
usuario_4789,regular
usuario_4790,regular
usuario_4791,regular
usuario_4792,admin
usuario_4793,admin
usuario_4794,admin
usuario_4795,admin
usuario_4796,regular
usuario_4797,admin
usuario_4798,regular
usuario_4799,admin
usuario_4800,regular
usuario_4801,regular
usuario_4802,admin
usuario_4803,admin
usuario_4804,admin
usuario_4805,admin
usuario_4806,admin
usuario_4807,admin
usuario_4808,regular
usuario_4809,admin
usuario_4810,admin
usuario_4811,admin
usuario_4812,admin
usuario_4813,regular
usuario_4814,admin
usuario_4815,regular
usuario_4816,admin
usuario_4817,admin
usuario_4818,regular
usuario_4819,admin
usuario_4820,admin
usuario_4821,admin
usuario_4822,admin
usuario_4823,regular
usuario_4824,regular
usuario_4825,admin
usuario_4826,regular
usuario_4827,regular
usuario_4828,admin
usuario_4829,admin
usuario_4830,regular
usuario_4831,admin
usuario_4832,regular
usuario_4833,regular
usuario_4834,regular
usuario_4835,admin
usuario_4836,admin
usuario_4837,regular
usuario_4838,admin
usuario_4839,admin
usuario_4840,admin
usuario_4841,regular
usuario_4842,regular
usuario_4843,regular
usuario_4844,admin
usuario_4845,admin
usuario_4846,admin
usuario_4847,admin
usuario_4848,admin
usuario_4849,regular
usuario_4850,admin
usuario_4851,admin
usuario_4852,regular
usuario_4853,admin
usuario_4854,admin
usuario_4855,regular
usuario_4856,admin
usuario_4857,admin
usuario_4858,regular
usuario_4859,regular
usuario_4860,admin
usuario_4861,regular
usuario_4862,admin
usuario_4863,admin
usuario_4864,regular
usuario_4865,admin
usuario_4866,admin
usuario_4867,admin
usuario_4868,admin
usuario_4869,regular
usuario_4870,regular
usuario_4871,regular
usuario_4872,admin
usuario_4873,regular
usuario_4874,regular
usuario_4875,admin
usuario_4876,regular
usuario_4877,regular
usuario_4878,admin
usuario_4879,regular
usuario_4880,admin
usuario_4881,regular
usuario_4882,regular
usuario_4883,regular
usuario_4884,regular
usuario_4885,regular
usuario_4886,admin
usuario_4887,regular
usuario_4888,admin
usuario_4889,admin
usuario_4890,regular
usuario_4891,regular
usuario_4892,admin
usuario_4893,regular
usuario_4894,admin
usuario_4895,regular
usuario_4896,regular
usuario_4897,regular
usuario_4898,admin
usuario_4899,regular
usuario_4900,admin
usuario_4901,admin
usuario_4902,regular
usuario_4903,admin
usuario_4904,regular
usuario_4905,regular
usuario_4906,admin
usuario_4907,admin
usuario_4908,regular
usuario_4909,regular
usuario_4910,regular
usuario_4911,regular
usuario_4912,admin
usuario_4913,admin
usuario_4914,admin
usuario_4915,admin
usuario_4916,admin
usuario_4917,admin
usuario_4918,regular
usuario_4919,regular
usuario_4920,regular
usuario_4921,regular
usuario_4922,regular
usuario_4923,admin
usuario_4924,regular
usuario_4925,regular
usuario_4926,admin
usuario_4927,admin
usuario_4928,admin
usuario_4929,regular
usuario_4930,regular
usuario_4931,admin
usuario_4932,regular
usuario_4933,admin
usuario_4934,regular
usuario_4935,regular
usuario_4936,regular
usuario_4937,admin
usuario_4938,admin
usuario_4939,admin
usuario_4940,regular
usuario_4941,regular
usuario_4942,regular
usuario_4943,admin
usuario_4944,admin
usuario_4945,admin
usuario_4946,regular
usuario_4947,regular
usuario_4948,admin
usuario_4949,regular
usuario_4950,regular
usuario_4951,admin
usuario_4952,regular
usuario_4953,regular
usuario_4954,admin
usuario_4955,regular
usuario_4956,regular
usuario_4957,admin
usuario_4958,admin
usuario_4959,regular
usuario_4960,admin
usuario_4961,admin
usuario_4962,regular
usuario_4963,admin
usuario_4964,regular
usuario_4965,admin
usuario_4966,regular
usuario_4967,admin
usuario_4968,admin
usuario_4969,admin
usuario_4970,admin
usuario_4971,regular
usuario_4972,admin
usuario_4973,admin
usuario_4974,admin
usuario_4975,regular
usuario_4976,regular
usuario_4977,regular
usuario_4978,admin
usuario_4979,regular
usuario_4980,regular
usuario_4981,admin
usuario_4982,regular
usuario_4983,regular
usuario_4984,regular
usuario_4985,admin
usuario_4986,regular
usuario_4987,regular
usuario_4988,admin
usuario_4989,regular
usuario_4990,admin
usuario_4991,admin
usuario_4992,regular
usuario_4993,regular
usuario_4994,admin
usuario_4995,admin
usuario_4996,regular
usuario_4997,regular
usuario_4998,regular
usuario_4999,regular
usuario_5000,regular
